4000
9
1
2000-09-01	17000	17000	16850	16860	261	1229
2000-09-05	16450	16450	16360	16370	5212	1409
2000-09-06	16450	16450	16370	16370	5502	5550
2000-09-07	16390	16470	16350	16420	2688	9076
2000-09-08	16475	16495	16405	16465	1576	10590
2000-09-11	16150	16165	16000	16055	1010	11786
2000-09-12	16130	16210	16005	16115	1187	11840
2000-09-13	16140	16280	16115	16270	591	11856
2000-09-14	16300	16350	16210	16275	307	11905
2000-09-15	16240	16250	16070	16100	796	12000
2000-09-18	16070	16080	15900	15935	1200	12062
2000-09-19	16130	16295	16120	16280	724	12171
2000-09-20	16300	16330	16150	16315	1201	12478
2000-09-21	16250	16250	16160	16200	648	12427
2000-09-22	15850	16150	15810	16150	2239	12517
2000-09-25	16040	16095	15955	16030	1101	12458
2000-09-26	16030	16030	15865	15880	537	12412
2000-09-27	15790	15840	15700	15730	1306	12450
2000-09-28	15725	15925	15710	15875	1347	12540
2000-09-29	15700	15740	15675	15730	1257	13002
2000-10-02	15920	15980	15850	15915	1916	13139
2000-10-03	15940	16045	15840	15850	2576	13750
2000-10-04	16220	16260	16155	16240	1784	15157
2000-10-05	16080	16200	16050	16125	961	15158
2000-10-06	16100	16110	15830	15860	1202	14772
2000-10-09	15820	15850	15705	15755	1292	14841
2000-10-10	15850	15870	15655	15675	1123	14982
2000-10-11	15370	15425	15270	15285	1671	14840
2000-10-12	15490	15550	15280	15285	2826	14908
2000-10-13	15250	15590	15250	15510	1943	15599
2000-10-16	15525	15545	15410	15465	982	15257
2000-10-17	15400	15440	15210	15265	1372	15238
2000-10-18	14850	14975	14635	14850	2764	15272
2000-10-19	14990	15160	14980	15100	1940	15337
2000-10-20	15190	15320	15130	15200	1303	15351
2000-10-23	15070	15135	15040	15095	697	15004
2000-10-24	15140	15250	15070	15095	1186	15010
2000-10-25	14725	14845	14605	14670	1414	15193
2000-10-26	14840	14890	14580	14875	2170	15262
2000-10-27	14730	14840	14720	14780	1255	15465
